RestaurantId,Cuisine,Score
1kdIzJU01DuTm7WhPSdiBQ,french,0.6174511
PMp7WlHIXQUnej-Ds1jRfw,american,0.8787418
6ujYWjs1FTksvuVxuzjUYA,french,0.6907318
AVuDEai-NoQnsnPgcFmI7w,japanese,0.5023544
r-EDS_eO70HUgDmOk5_8Qw,american,0.8771171
l7E6lpov_VPbhrxjWT-76Q,french,0.6341389
f3wkQwZewuC4Xg0C0mLYWA,american,0.796363
jzEaiiRa3497HWdf4QKHIA,italian,0.5908161
XKDHsS8PevoEdFLNtt05FA,japanese,0.9983819
LTfR_0NiS7OIRCfkaAJg9w,japanese,0.99812
GpV5O0ag7BPW50tp66bz3A,korean,0.6415359
M2sBQQLHV7oFhyif0un7DA,chinese,0.9953763
TN1dGAwvNevkzXfL0sU41A,french,0.5438321
od-5v2v1HdGisEDAXotqeg,japanese,0.7536484
1tL5GVMiTK-KcR3oMizeoA,indian,0.5993214
nVW33wQBSr9-mMhDWciw2w,chinese,0.5048922
ohOXikd87wCxzJXKPx7nGg,american,0.796363
ue0fYo62ucnaAL6spAqSiw,indian,0.5993214
NB5u0htOK_1_dTkYALpRxg,japanese,0.9977196
mZdxvKqo8-hP86lus1pVHQ,korean,0.6642283
tZ_16sRTaU5MCpdWskCeBA,french,0.5438321
iYFauSnqLxvr4HTY_cIElg,japanese,0.5398479
DRUvC_16De3L-uyPwJTZPA,korean,0.9976112
YxLazl79hS4O_ygHWqM3mg,american,0.9994104
FyFeyjndrXHDnN-z9-qv_w,french,0.6270424
xhH_7pRMIpj8c9ZXfH5v4Q,french,0.6174511
KaBw8UEm8uZTV6YLsshYrQ,korean,0.6452499
ak9vroilf-vpA_GSNWX2Jg,chinese,0.5578387
xn0g_LqMcVACrWuox5GF1g,american,0.8196575
mYQMjrtHp8vsEKKNsRz1XA,italian,0.6481676
2DGTVgGGme6CoXFCgooqVw,indian,0.9984598
AWeQkgJ0uzNr5YxFr2Bx8g,italian,0.6311236
uboO7T3XSnl8iq0uQWhMXA,italian,0.5908161
wFjELmsEYh972BG79HwMqA,american,0.9994104
fjjzAn0j6zCs2SNViuNfwQ,indian,0.5241153
4eAgPj7eKonKAtk64kgUfQ,japanese,0.9977196
z6WBXksrh0FQXYCPr2nnFg,chinese,0.9953763
U2aUFZARLeSMf4RQIxjuTw,chinese,0.9953763
utbWLB3zYR1o__iDI9-Xgg,indian,0.5993214
ExOHOMrBuPSFmDaLDvtSJw,indian,0.5993214
xAEs5QnuL8uMNWjmUGpK7g,japanese,0.5947537
dsTAUtR3bRMFIKJpAJk1Jw,american,0.8832247
ifIfq2EwEohCgoKnG68_LA,italian,0.54072
5K9dDoK_BLgAAAvedRxemQ,indian,0.754352
xnw88LhmiI7_ktRTVYbESw,american,0.9995818
n7LwEbf0zsMapAcUtyyeVA,french,0.7726239
Okbtt-ISFB3kuoxkl2wVgg,french,0.9980684
yckkW5iFRiBOWsH3tZTr3Q,japanese,0.6541159
Wdt-exLSaHXQRH7V_7-VVg,american,0.8339444
5mJgmAgKpTbCDdpVs7OFxQ,american,0.9995818
m1sfDqgDiKKyUaXo9DWVeQ,indian,0.6348199
itblJyiTY2h2ACidLk66oA,japanese,0.649614
fNxI--522GxiStC-J3SnTw,indian,0.5993214
wvn-FO-tY9_iWmA_OgMvEA,italian,0.5908161
oe8GEFE4QLFAKt87y7zcgA,korean,0.6504955
nI1UYDCYUTt23TpGxqnLKg,korean,0.6155271
Ae0pvFVwDRYMno-6O99_WA,french,0.5438321
bQPU31GkNo3TkPnq7iSngg,french,0.6270424
REIcoQFvGB7B6S0GmqHo1A,japanese,0.5023544
93C1xqdTGHyGtoZ9vwn3KA,american,0.796363
TsYrzVVtkKO4Asrk_L9stw,italian,0.7542065
qMr20iPFYIgk0NdjIzp-BQ,american,0.8892435
25npnVAlhRjguunYS8zy8w,italian,0.6706464
U60GbyJIMzwKZaP5IRgnBg,french,0.6270424
fjGTnLTvt64N8sk0_MZcGA,french,0.6888917
OINi1A9bSUUN5vi7xgi3ZQ,japanese,0.9977196
zDujEq9qZk13nBcG2PH4tA,french,0.9983375
39g9pylx-xeIHihTe76HbA,italian,0.9984046
B0emo6VcMKdj5yYV7cSSsA,american,0.796363
h37t9rA06Sr4EetJjKrfzw,italian,0.9984046
etIbdlTKz2yLkvr9MWNPvw,japanese,0.5947537
pfmAcS-g6SiNG0KlLvrqnA,american,0.8666258
6qzNc9Z9DHYYleKqrW_K3g,japanese,0.6541159
zaYK-LuVRUoUVt6EV-xmPg,japanese,0.5023544
glpQwpZpOrNpoWSIrPpgng,american,0.796363
UrJkrJ5HsVGyLE2dogiUCA,italian,0.9984046
ZhbHXqkEYNKLAbamW5peJQ,american,0.9221888
Rk6TXh7nINbzJoGtI2C5cA,indian,0.5993214
3XMYQTqA3ZUliZ1Lw-9Bmg,american,0.9994104
6EArjn_iacj-yGVLTKWuEQ,japanese,0.6674774
jKCSGAMyS0KIcS-vKpEuaA,indian,0.5993214
nV-LbnEV_2OwXvXRany1sg,american,0.9994104
IS94JDTcq_WedBcj6P4qpQ,japanese,0.5023544
gTAiQ5XyolMaFZ8t-ASqTQ,american,0.8892435
Bk7METp9hGgm409E6EoBhw,italian,0.7477525
tWSjcyxwBccZkEyhry_aEQ,japanese,0.5023544
6AC4yhUdnh64zE6b5-n6OQ,american,0.9994104
ZCAkVl5SeCDeBWg_xjfYeg,chinese,0.9953763
EVaeiIE_p0m2LkeG6rhh2g,indian,0.754352
vzDb6_Zkm4m8O7tNidojjA,italian,0.6311236
kIm0oeOaVfC9-2flLPVklA,italian,0.7460225
NztBFASX-zzg0tROoLiKOg,indian,0.9984598
_nywvJGzmWJEH2FceAvRbQ,korean,0.5660706
_V7YsDQ4Lb41rqfkuPzm1w,italian,0.6481676
4oXj1ibfudrp4BkHcMjyrQ,indian,0.5993214
6J6u3doRNRrewj4_N_QgPA,japanese,0.5774665
K7u5sEQW1LcIJxjpUS1STg,indian,0.754352
_17lSQzogvatMOhutxDvdw,french,0.6270424
L3PwWn54PvHm5Rd4oUg7xw,indian,0.5993214
ffJddI2ICrCz6q_QWrU5VQ,italian,0.9984046
xdioStDO8FAyQiZWHJiGZQ,indian,0.6783955
E2gIY7uWsmvpcUKItVOJoA,french,0.5438321
odSCzx-II2aPg9yhcVda7A,chinese,0.9953763
QaDOWy4-11982JWIxpImNQ,french,0.9983375
8FvdmDeaE74iYtslwNPITg,american,0.9994926
Knbn0h4MA1KX5Fv3eZfK4w,french,0.6813631
uq-jeUk2yNOrfUKdRIpE_w,italian,0.5908161
a5H9p1B6m6WPVjakPylvdA,japanese,0.649614
6-ShONYFIM9K8HAUOhZVlw,italian,0.7283967
UuiW2A-O11Q0baqSEUMvZA,japanese,0.9980372
euLMYBekVEKt0CMGex5PaQ,american,0.9994104
EegEULbC3qoMA-FaEjivtA,italian,0.7279394
_QxcsvPsYnOgPhiK6gzCfg,japanese,0.9977196
fuS39acPaRi38DhSSwEI4Q,french,0.5808082
QGvOaL14mWte55v71i3PIQ,korean,0.6435112
K8Z10Tx2rwx6CcHV8FcuJg,french,0.7169969
ahKL-52Ogn7iPFjhQbbb3w,indian,0.5993214
Z6te3r2X6EoB1HXF4XmctQ,french,0.9984854
wZkZmjZEJDraLJgAalnHvA,italian,0.7214376
b_J5KlnS5NPMpxM3CYjgLA,japanese,0.5873903
kHZblhTr7HEk-wQgmCscUQ,japanese,0.5023544
V4kZqDh4Gdu8pVfScb4RXQ,italian,0.5908161
5LSWzldMZLtahaMESfD25A,japanese,0.5023544
z28cRtpdfiJfzIp1vkMAwQ,korean,0.5282663
hXqrA_Z3jZ8Q1O6ZehWSwQ,indian,0.9989074
OcMreTrVG8BzeDqyYKdN8w,american,0.8892435
J8UMXWNYrn7_D0KXZN1Hrg,french,0.5912793
_U9PlIheyEyfAn7UUxABeg,indian,0.9984598
2N0rmZr3YVSa_sZYTJHxIA,american,0.9994104
C2o3Iw-DXjoUJFgQIbiqkQ,french,0.6794028
cp72DAW5Ndt9T625RNsMsg,french,0.5438321
iXrKGRzIZK0pp31mO3nBzA,indian,0.9984598
m-bEhZKBos1VZabVTg5CKg,french,0.6974936
PTYUAAJbEmvIv4EsyRrcnA,japanese,0.6481941
A-ert0jDRBfku9ogyW_mEg,indian,0.9989074
GVF4kvXupD18afjpLiPLHA,italian,0.5908161
eVk4F9ixl89zyUHJ1G2Aiw,italian,0.7300947
ju6btoDb3UFhnmmPwrOWgA,indian,0.5993214
o7ebhiCJTSsp43ynRDB1qA,italian,0.6366415
w7p3TTQaTG3jFFYWHrNnUg,japanese,0.9977196
qCOhPeo_xAhK7LFavv77YA,japanese,0.5023544
zo4JHfD2nWPUiqgsgDOaHQ,italian,0.9980441
i66wTfSG50VEMvzJNYm8Sw,american,0.9994104
BAKjtydOJj6KrsGCo-6DEQ,chinese,0.9953763
W5RSIwNKBa7k0jeAs5KDYg,japanese,0.6612857
AbNXFnI4OlWZvsQLGKf64w,italian,0.6366415
iJUoxnxbCtVDMek4keHJFQ,japanese,0.9977196
iBPQRnM_TMQX6tYdjCbCXA,french,0.6888917
Rmm6fu7kejcnMoSlVLyl3w,french,0.5438321
lRaDAnKXieqbGnhqjDVhzg,japanese,0.5023544
_FICyzFLQxR7N62I6qU94A,japanese,0.9977196
TPEkQX8Amp6Jb7FQmFKZxA,indian,0.6694286
o5mMVFk4Hcpk2FuKfgTgdg,italian,0.6265987
jnHbdsqlTKlPcmJ8BCP9-g,italian,0.6265987
XTLV-dDxS27AmY7I9Er68Q,american,0.8389839
SyvC0s3y0ZrtnLbwnvw7tw,chinese,0.538946
JfiQzDkzG3L3TLmRGUHMuA,japanese,0.5023544
oJZq1JmKalXXjqWRKfIjwA,japanese,0.6820593
wLzJbddDixAEZrF7VT6_hw,italian,0.9978345
mnD34K3pqM0oM7fLbaHDCQ,indian,0.5993214
xscOfj1dMkEKvhrRruLpIg,indian,0.7266888
cHcKR-nHrfIJATmx4ON8Cw,american,0.9994104
XmycF9-fpEPlgMe8_qgJrQ,korean,0.5760657
pZOmV1O0panjcYKXoXgNYA,japanese,0.5023544
FoXPtrmgnbWf2RhUrzF4jA,indian,0.6850058
wqYHhMnpdfUVGL5JI3Wi_A,japanese,0.6541159
XDMtYVpUQag-uay9DHMm9A,french,0.5438321
CjahRm-rdwS8IqGR-M0Dyg,italian,0.5908161
Pb2HqSO0SP8HymbZM099hg,italian,0.5908161
8TpsdS7qXiKMo0ikPQUwHA,french,0.5438321
Utp7letJ4wutRJ2zUdvOUw,japanese,0.5774665
350F7vZ8gWh3ojxEWbxA3Q,american,0.796363
y_bDXn5PffeXZLXM4ZpvzQ,indian,0.9984598
7tJq-a_K-yKOWSqyXVOlFg,indian,0.9984598
6Gra4M9dOXcjYzi611KwKg,japanese,0.5023544
gx7VP1RlABZsof0G8S4Ltg,italian,0.6706464
GCAQmtRdNhqVit5KGJ46Qg,american,0.9221888
Ur9wsKwGEDG2nT8t3jv8Ag,american,0.796363
hq09sqXaYiEogbTrrJ9X5g,italian,0.9984046
AlfkFxfD-cUBGA3Eq3j0Uw,indian,0.9986745
mahiUKFsLx1X-fg6mSGypw,korean,0.9976112
HjUwZOlok1TabhS4S1ya2w,chinese,0.9953763
ndyZ-kElszC2oxiGHAorCQ,indian,0.5993214
FdCQmAHzhbHuaP5lcsYs6w,japanese,0.5023544
Z3enTc7bSisHj1blVEapHA,french,0.7099417
HvgrpROomwRg-pATqaV8oQ,japanese,0.7536484
dUxhYX4hfWa4wDfIFgii3g,korean,0.6313756
K1h1-dbZLgfC4vZSeJfDMw,japanese,0.5023544
UFRW4RurzgXnn3eeZXLjJQ,indian,0.5993214
VVlHJ6_sJbRAodV5lCzBnA,japanese,0.5909729
Gb79W0yuQfJvu0V0SDC0Ag,japanese,0.5505503
c1HgKFOT4Cc7TqWQD5mQBQ,chinese,0.9953763
ItocvsIyniVxMARBkHZaoA,indian,0.5993214
xJ25KJSMBPC1xi-qhrVF7A,american,0.796363
2BJCPzGoWnOFgDbvoHi1Tw,french,0.6033478
1rjxNwYpg0orCcZi0ku9Nw,japanese,0.5983288
iPfHMcyE49cxJhoPL9KRzg,indian,0.5993214
tvpkgdOyFFRGwwu8zyR36g,japanese,0.5023544
0xS2Jj-RZuFQKgxEWuVxzA,italian,0.5908161
trkn76h8vQeB8kCUgHJyuw,indian,0.5993214
xrnk8mgoV7up6fauVmugpw,japanese,0.649614
mlGfXoxc8cEss8Yms6VrXg,korean,0.6155271
kNOr6_g6QfBHdhf89j3g5w,korean,0.5834879
HdHT_9doAtEO02YErevNCw,japanese,0.6745284
J6V8m1BuqXub2uZvoRX8pQ,american,0.9994104
15R8rx9SHKNVYBwgAuTyGA,japanese,0.5023544
I32XfrAZXTwkEavbnb9viQ,italian,0.5908161
UF9F0A4e7AJHzNPG5zrHUQ,american,0.9995408
G4qZvheX74VwYvek7I8iQg,japanese,0.9977196
3lVipbz3cKWrslZ2mTdzrQ,japanese,0.5023544
0Q3xCYWK2N-wJfXjLa9dFg,french,0.6341389
O8hZJ5OLb0Aj4uEozrUg8g,french,0.604896
aczqK-esIyqhyk7QLqcc1A,indian,0.5241153
DRitJoNGTkHXZvH_YpLIAw,american,0.8787418
AFisWoWm0pfxEi1dMYitKw,japanese,0.5873903
3OKf1QQnDhjkBKVg0eMllQ,japanese,0.9983146
fanlKZzN-fI9LywqQD6EHg,american,0.7612632
P8YbK6_2TnXHojrs0ycisg,japanese,0.6548782
6NEkr-O-vdGjmZr-GpHtVg,american,0.796363
a0IET3_yCFcO36OqGSsisg,italian,0.7058001
NEQUX6MJSG8yeFqDCApbAQ,japanese,0.5023544
c0wVqxD-_hvvS6d98t5pQw,french,0.7099417
JvV8sTgUX6abRQPzb3hLgg,indian,0.5993214
iPc-zPgcpgeSo76xl5Jbpw,korean,0.5282663
iFuHNNBLQkeQOn0KoXHhUA,italian,0.5908161
pL6cM2TPwvXqeGTrg7yN4Q,french,0.5808082
U8Ljrx-w5otdMZNFhw5piw,italian,0.732282
HICimyBWKDwrXLnBuDZOZw,chinese,0.9953763
AV9x0hUE0yQUMjUGQNPexQ,italian,0.9984046
igcUHNvsKc-s-RtvUmkg2w,korean,0.7330751
JH2vhNxA2MNRtaL4a2B4tQ,korean,0.6435112
K_s7EXV9Ly5jlxyNZ39QDg,indian,0.5993214
bOHWY14f1u8rR1t2ggmbYw,french,0.6899332
2_1FxCMLvK46Vt81VlIS7A,french,0.9980684
gLyCmWWmqvg2SUG4DBgtWA,american,0.9995378
Bh1JBgQWZl9zct46uw_FzQ,italian,0.7460225
9v-JAffC6qw8Xp67BICByQ,chinese,0.5135174
7UJRw4Klt5yfE7q9vznEHA,indian,0.5494725
kQMXY2fshQFGdP8lwDMM6g,indian,0.6393025
jlH66jTIZUwX5MT1D-lhvg,indian,0.5993214
uJJGpuvwCComknuHj8AKbQ,korean,0.5330948
kWyz_wmazyLRWd3MqWlvqQ,american,0.8752262
RVKZSIN16FNL0ZXD6OUMrA,italian,0.6706464
UOaXJyVrr9l1XO7lGaT-bQ,indian,0.5993214
XvEz60Y0NbLxooK9AmRU8g,french,0.7832196
eoz2NahxyivVRs8Ll9Ljjg,french,0.6270424
pTWFuMYed409y99N0zY05Q,italian,0.5908161
32VbG_XgkZIuye0PV-BxaA,italian,0.7542065
iiwV70LVeKi9_ZTlCFhfZg,indian,0.5993214
DLnn2qw-KJAmazB-hMmSEw,french,0.9980684
mYRdxAQaO_o-Fp5NdKskUQ,italian,0.6496425
kLJfizeHMQqesp1K9mfUtg,italian,0.7515356
uDWRGAtDW1z7lWpRCfuXAg,french,0.6630692
kvFHJYo9rXuqgJkPIlHJeg,italian,0.5908161
mTWlEiCUEBlxBAkIikkB1A,french,0.737232
505bv6h3VnN6SekdHCr8Sw,italian,0.54072
o21M4dKM4KQbzGVrlq_3Iw,indian,0.5494725
TB9jN3Fe-JHjyjYWmIQ_EA,indian,0.5993214
4pNgTzw8Ru4bW7hXAeO6eA,french,0.5438321
NBgDoMiF4tj5aS7V7zayoA,italian,0.5908161
Kyx9QFPJUzlC7dmM8SE1bw,korean,0.5834879
UU-VNxsgJ3BWgpVQbUChig,italian,0.5908161
ci457I10hOtr9PpEQ5wpZw,japanese,0.5023544
DKLbMLQHvggfIKw2jj6rnA,french,0.6270424
7pvTicRAhXB1Ld74MWjkXQ,italian,0.6265987
8yVTSF_MfF-DYLBIBhdC7A,japanese,0.6745284
ayOj0JXAsuGqVG8reuqpxQ,american,0.880582
3LZhWUqvEMaoc1vnAkmAlQ,french,0.7080536
QJTLAOMNvhV1_jPfcQ_qPw,japanese,0.54466
9x0NxWf0X1V0ieL8uJVXBg,french,0.6270424
i9EgpwRQVS8kEcgbyEzOeQ,indian,0.5993214
MfOl9uzuQj8Wl2g8NRYl0w,italian,0.5908161
-0bpc5pvK6siYMIlCSmXWg,italian,0.7196224
K4Sar79zkmMdw1y3W5Jjdw,american,0.9994104
92vOHinyRpz2GI_clH8-uQ,american,0.796363
F3mRjSCTKlA1qj7OiRikiQ,indian,0.5993214
Jx3dG_USDDOXZuUaU_EVzg,italian,0.6773402
-ZMnUfTTjLEfUt4PbQGqgA,japanese,0.5023544
Pfjb9Rn5Th7R-pLXVARwlA,japanese,0.6541159
Lu12ks-BgqfGY75Sb1004A,italian,0.7477525
367JyCXTLYT9tlCqy3gGog,indian,0.5494725
P_RNungaIf6FZdzEWkoQ0g,japanese,0.5023544
wPDNt1enVbzu01s0sVAvsw,indian,0.754352
1TLoaB7SXJZo3W5f4OGm8w,indian,0.6850058
hGo9KArKThuOKxNbwmNpoA,american,0.8798996
zv0mrfqDWW6o3-rX0U7_Sw,indian,0.5993214
e9uJNCM3yXBaWQluZovqUA,american,0.8752262
BPyt7S9TdcR1u571iacg7g,indian,0.7384618
wMXitsVNyiA_yJYhvVI71Q,american,0.7612632
pwarWuPn7Aw_il-epzJEgg,indian,0.6850058
EMPeppCdv5WbbeWjL7Dyvg,american,0.796363
AO9ubB1XVqj1hkwOZm-F9A,italian,0.6615712
NRJq2BNcbjqAyxUB_bw7gw,japanese,0.6674774
jW22gmsZjh5hFJsC1qUDOA,french,0.5808082
7Bb_IDWV_zJqpBjAvxuBIA,american,0.8925973
8uiUqUJhtszw_vdwRYh5_A,french,0.5438321
pVD330c6CmzXZ0TCt2Bv5Q,american,0.8465099
7qAHwsaiiK2bh404pugjNw,american,0.796363
zSCp9pjEQ_M3LBuPRDo-Bg,indian,0.6850058
4LoroCI3VtQ17dyQa75-Rg,american,0.8465099
MOwB9YYd-Ko6nVgSB-ltQw,french,0.6813631
AYBRN8pKB8_ZfcCks17OmQ,italian,0.9984046
dsPxJP41Y2yRJfOcfgV8_A,korean,0.5760657
zoecS39PRpV9HhT1QYXQLQ,french,0.5438321
EPHhPGDFvnq2ARTBxAikuw,indian,0.7483852
c2Io7q-9qu8jKCIlTWLqFA,chinese,0.9953763
qIOAlXCCYrwN0VxEEH-Tmw,french,0.737232
GjRatF7Gc7mNY4GapUCpsw,japanese,0.5023544
an8TuHRg0e3cgiAE705ZDA,italian,0.6706464
foRWizWrQ32g6Vv4g9UTnA,italian,0.6706464
et9pAFtSvNOct9Qcmtcf7g,japanese,0.5645245
11joI1ETb1Vh6k5NoGhnaw,indian,0.5993214
-u9yPjmvZilrXYM8JlKG6w,japanese,0.5023544
MdFV5IBcX-Ni6I4Zy1EqIw,italian,0.6706464
AKHA6ZU8uM3vmLwH2hqH_A,american,0.9991994
U3hvDT5CtQrnpg2zhJg3mQ,indian,0.6393025
0ALbdMnTBX0vkSPLzIDMlw,french,0.7517423
y_ylOQzCP-9D_4DcUIJ3jA,japanese,0.5909729
pZMxOkuYVq_Q5QYTGA8LEA,japanese,0.5645245
SfFHXhejjIwEUKY6pKMzwQ,french,0.5438321
b3x1ORxAm9Wr5108EEe6mA,american,0.796363
Je2MuObgrne2wSKhD5MZ0w,japanese,0.6745284
ddKmJRZ3D1iS-gbZq03OWQ,american,0.796363
iSiOfm9CdUhbS0eDHPHUNA,indian,0.5993214
-LgkDbrcxC6KRo11bgMr5A,french,0.5438321
neQM053ovAOrf1sVSAPI9w,korean,0.6559912
lw4ZMgn-QBh_5W1ipNHjaw,french,0.5438321
7_NCS8bQ8UA_nEANIWm-hQ,indian,0.5993214
ZxGnVk-eHyVeAT2h0uq7Bw,japanese,0.5023544
mtmEa4vFYa764G97sqQ9dQ,italian,0.7477525
xpW1GmI-IETWNGwMl11cBg,indian,0.6576335
MwqkDr31rsHV31IqFRruDw,korean,0.6642283
1ozuYD1HTa4u2F_NR9uUJg,french,0.9980684
tguMh2GgOcU9fu6WN3dqpw,indian,0.7348735
aOdbXPdCPrckxo_it5xwSA,french,0.6341389
16heVvLqYfLpl8mC1RN3Bg,korean,0.9979439
xR2Yeb_Nh0MOAiUIaqaVOg,french,0.9973784
lSeEbTefwsBytTjOigFLlQ,american,0.8411327
Zub6WrbrS_4XMI1mPbyeiw,italian,0.6706464
Wfvbslm4MX9CE1ROjRvGng,french,0.5438321
M85t-iOAbMpO9mVIKAgwMw,french,0.5438321
BDEqy8Qk4QdzTRlqZRFMxw,japanese,0.5023544
rSY3MyWqpuy3dNuUN4zQ_g,french,0.6375783
IUMTe7g19htqG7MXrsP5NQ,italian,0.6265987
WEhkGLKlj-5X1pq_07Syaw,french,0.6794028
iXmDaPsgylG1kHPLli15MQ,korean,0.5796762
CvSOAN2WWzLRGND4vN1xtA,japanese,0.5023544
2uVut84nu_1J1iXRoXRMiQ,french,0.6270424
yRAU7MtAE9St6Q8LSeFZCQ,italian,0.5908161
Xd_l7jtUAZZAAvK8-mI2Jw,american,0.8780623
Z65cd3Z7JvwK8TnSVg-cfA,american,0.8752262
Om6KGbN524K6pu9IkPT0Rg,american,0.8225055
EKkHfSYTm266-ZBve3SdgA,korean,0.9976112
cpfBJVV-5Jo5w2KcbOBtVQ,french,0.7832196
F3Zznc4UYAfbdiTgb09-NA,italian,0.5908161
01hs_l54-211UuiJPI83lA,japanese,0.5873903
DymuoD56_QaUQdRpZSiOEw,korean,0.5796762
TIjtmaeUZexPZvcBz73VCw,french,0.737232
NzU2hb0z0jGEOOv0-zTLEQ,indian,0.7431202
1Ed-tb_0dBGrXfsYyehmvg,american,0.8666258
bAPDGHHaLZs-XEFk7ZXGVA,korean,0.5530498
5DubGsDTQYkdNf4nEYsfag,korean,0.9976112
e7jRn5TNlF84k7PuvJ1MOA,italian,0.6706464
57joDNvKR4nd05PqNcgzKA,american,0.8225055
MctQwL9Mp5X7DJk13VoERg,american,0.8798996
B0IXsKwCk21hNQffYPJmHA,indian,0.6783955
pfpp5k04_XjZhIt-VqqArQ,french,0.7832196
0axnkZlDiQcJVc06DDXxGQ,italian,0.6265987
k4ds_s6y8S46WzVIolypLQ,french,0.5438321
479rycCXZojMT9S0cl8Oxg,japanese,0.5023544
zGThJJhL82LDEUlUFALImQ,italian,0.5908161
-g65PxVQmh3U8dKUbz1Upg,american,0.9994104
qWGFjZJ2wJeDzt1QH7t5Xg,french,0.6375783
ONEe1U1fNGT80jAEE0sCrg,italian,0.7300947
